Waste_Type,Material,Toxicity,Recyclable,Energy_Recovery,City
Paper,Cardboard,High,Yes,Medium,Bhavnagar
Organic,Biodegradable,Low,Yes,High,Vadodara
Paper,Office Paper,Medium,Yes,Low,Vadodara
Organic,Biodegradable,High,Yes,High,Vadodara
Paper,Cardboard,Low,Yes,Low,Rajkot
E-Waste,Wires,Medium,Yes,Medium,Rajkot
Paper,Office Paper,High,Yes,Medium,Surat
Organic,Biodegradable,Low,Yes,High,Vadodara
Paper,Newspaper,High,No,Low,Vadodara
Organic,Biodegradable,Low,Yes,High,Ahmedabad
Plastic,PVC,Low,No,Medium,Rajkot
E-Waste,Circuit Board,High,Yes,Medium,Bhavnagar
Plastic,HDPE,High,No,High,Rajkot
Organic,Garden Waste,Medium,No,Medium,Surat
E-Waste,Wires,Low,Yes,Low,Gandhinagar
Metal,Aluminium,Medium,No,High,Bhavnagar
Organic,Biodegradable,High,No,High,Ahmedabad
Organic,Biodegradable,Medium,No,Low,Gandhinagar
Plastic,PET,High,Yes,Low,Surat
Plastic,PET,Low,Yes,Low,Bhavnagar
Plastic,PET,Medium,Yes,High,Surat
Organic,Food Waste,Low,Yes,Medium,Ahmedabad
Plastic,HDPE,Medium,Yes,Low,Gandhinagar
Metal,Steel,High,No,Low,Surat
Organic,Biodegradable,Medium,No,Low,Vadodara
Plastic,PVC,High,No,Medium,Rajkot
E-Waste,Circuit Board,High,No,Medium,Ahmedabad
Metal,Aluminium,Medium,No,Low,Ahmedabad
Metal,Aluminium,High,No,Medium,Vadodara
Metal,Aluminium,Medium,No,Medium,Gandhinagar
Organic,Biodegradable,Medium,No,Medium,Surat
Metal,Aluminium,Low,Yes,Low,Gandhinagar
Paper,Cardboard,Low,Yes,Low,Rajkot
Organic,Garden Waste,Low,No,Low,Vadodara
E-Waste,Battery,High,No,High,Vadodara
Organic,Garden Waste,Low,No,Medium,Gandhinagar
Paper,Newspaper,Low,Yes,High,Jamnagar
Metal,Iron,Medium,No,High,Bhavnagar
Paper,Office Paper,Medium,No,High,Vadodara
Metal,Iron,Medium,No,High,Bhavnagar
Paper,Newspaper,Medium,Yes,Medium,Bhavnagar
Metal,Steel,High,Yes,Low,Surat
Plastic,HDPE,High,Yes,High,Jamnagar
E-Waste,Battery,Low,No,Low,Rajkot
Organic,Biodegradable,Medium,No,Low,Bhavnagar
Paper,Office Paper,Medium,Yes,High,Bhavnagar
Plastic,PVC,High,No,High,Gandhinagar
Metal,Iron,High,Yes,Low,Ahmedabad
Metal,Steel,Medium,No,Low,Gandhinagar
Metal,Aluminium,Medium,No,High,Jamnagar
Paper,Newspaper,Medium,Yes,Low,Jamnagar
Paper,Newspaper,Medium,Yes,Low,Bhavnagar
Organic,Garden Waste,High,No,Low,Vadodara
E-Waste,Wires,High,No,High,Vadodara
E-Waste,Battery,Medium,Yes,High,Ahmedabad
Metal,Steel,Medium,No,Medium,Rajkot
Plastic,PET,Medium,No,High,Surat
Paper,Cardboard,High,No,High,Gandhinagar
E-Waste,Circuit Board,Low,Yes,Medium,Gandhinagar
Paper,Newspaper,High,Yes,Low,Gandhinagar
Plastic,HDPE,Medium,No,High,Jamnagar
E-Waste,Battery,Medium,Yes,Low,Vadodara
Metal,Iron,Low,No,Low,Jamnagar
Paper,Cardboard,High,Yes,Low,Ahmedabad
Metal,Steel,Low,Yes,Low,Vadodara
Paper,Cardboard,Medium,No,Low,Bhavnagar
Organic,Biodegradable,High,Yes,Medium,Ahmedabad
E-Waste,Battery,High,No,Medium,Bhavnagar
Organic,Food Waste,Low,Yes,Medium,Gandhinagar
Plastic,PET,Medium,Yes,Low,Jamnagar
Plastic,PVC,High,No,Medium,Vadodara
E-Waste,Wires,High,No,Low,Rajkot
Metal,Steel,Medium,Yes,Low,Vadodara
Organic,Biodegradable,Low,No,Low,Ahmedabad
Plastic,PET,Low,Yes,Medium,Gandhinagar
E-Waste,Wires,Medium,No,Low,Bhavnagar
Organic,Garden Waste,High,No,High,Jamnagar
E-Waste,Circuit Board,Medium,Yes,Medium,Bhavnagar
E-Waste,Circuit Board,Medium,No,Medium,Bhavnagar
Paper,Office Paper,Medium,No,Low,Gandhinagar
Metal,Steel,High,No,High,Jamnagar
Plastic,PVC,Medium,Yes,Low,Gandhinagar
E-Waste,Wires,Low,Yes,High,Gandhinagar
Organic,Garden Waste,Low,No,High,Bhavnagar
E-Waste,Wires,Medium,No,Low,Jamnagar
Paper,Cardboard,Medium,Yes,Low,Ahmedabad
Metal,Aluminium,Low,No,Medium,Rajkot
Organic,Food Waste,Low,Yes,Medium,Bhavnagar
Plastic,HDPE,High,Yes,Medium,Rajkot
E-Waste,Battery,Low,No,High,Gandhinagar
Metal,Iron,Medium,Yes,Low,Vadodara
Metal,Aluminium,Low,Yes,High,Vadodara
Metal,Steel,Low,No,High,Surat
Plastic,PET,Medium,No,Low,Bhavnagar
Plastic,PVC,High,Yes,High,Bhavnagar
Paper,Newspaper,Low,No,Low,Bhavnagar
Plastic,HDPE,High,No,High,Vadodara
Metal,Aluminium,Low,Yes,High,Ahmedabad
Paper,Office Paper,Low,No,Medium,Ahmedabad
Plastic,HDPE,Low,No,High,Vadodara
Plastic,PVC,Medium,No,Low,Gandhinagar
Paper,Newspaper,Low,Yes,Low,Surat
Organic,Garden Waste,Medium,Yes,Medium,Surat
Organic,Biodegradable,Medium,No,Medium,Jamnagar
Plastic,HDPE,Medium,No,Medium,Jamnagar
Metal,Steel,High,No,High,Bhavnagar
Plastic,HDPE,Medium,No,Low,Surat
Metal,Steel,Low,Yes,Low,Bhavnagar
E-Waste,Wires,Low,Yes,Low,Bhavnagar
E-Waste,Wires,Low,Yes,High,Rajkot
Plastic,PET,Medium,No,Low,Gandhinagar
Paper,Cardboard,Low,No,High,Jamnagar
Organic,Garden Waste,High,No,Medium,Jamnagar
Organic,Food Waste,High,No,High,Bhavnagar
E-Waste,Circuit Board,High,No,Low,Rajkot
E-Waste,Circuit Board,High,Yes,Low,Rajkot
Paper,Newspaper,Medium,Yes,Low,Bhavnagar
E-Waste,Battery,Medium,Yes,Low,Gandhinagar
Paper,Newspaper,Medium,No,High,Jamnagar
Organic,Food Waste,Low,Yes,Low,Bhavnagar
Metal,Steel,Medium,No,Medium,Bhavnagar
Plastic,PVC,Medium,Yes,High,Surat
Paper,Newspaper,Medium,Yes,Medium,Vadodara
Paper,Newspaper,High,Yes,Medium,Jamnagar
Organic,Biodegradable,High,No,Low,Rajkot
Plastic,HDPE,Medium,Yes,Medium,Vadodara
Metal,Steel,High,Yes,Low,Jamnagar
Metal,Steel,High,Yes,Medium,Rajkot
Plastic,PET,Medium,Yes,Medium,Vadodara
Metal,Aluminium,Low,No,Medium,Vadodara
E-Waste,Battery,Low,Yes,High,Jamnagar
Metal,Iron,Low,No,Low,Vadodara
Plastic,PET,Medium,Yes,High,Gandhinagar
Paper,Newspaper,Low,No,High,Jamnagar
Plastic,PET,High,Yes,High,Jamnagar
Metal,Steel,Medium,No,Medium,Surat
Paper,Newspaper,High,No,Medium,Gandhinagar
Organic,Garden Waste,High,Yes,Medium,Gandhinagar
Paper,Cardboard,High,No,Medium,Vadodara
E-Waste,Battery,Low,Yes,High,Rajkot
Metal,Steel,Low,No,High,Ahmedabad
Plastic,PET,High,No,Medium,Bhavnagar
Organic,Biodegradable,Medium,Yes,High,Bhavnagar
Metal,Aluminium,High,Yes,Low,Gandhinagar
Plastic,HDPE,Medium,No,Low,Bhavnagar
Metal,Aluminium,Medium,No,Medium,Rajkot
Metal,Iron,Medium,Yes,Medium,Rajkot
Plastic,HDPE,High,No,Medium,Jamnagar
Metal,Iron,Low,No,Low,Ahmedabad
E-Waste,Circuit Board,High,Yes,Low,Jamnagar
Organic,Garden Waste,Medium,No,High,Surat
Paper,Newspaper,Medium,No,High,Rajkot
Paper,Newspaper,Low,No,Low,Gandhinagar
E-Waste,Circuit Board,Low,No,Medium,Vadodara
E-Waste,Battery,Medium,No,Medium,Bhavnagar
Organic,Garden Waste,Low,No,Medium,Ahmedabad
Paper,Newspaper,High,No,High,Gandhinagar
Plastic,HDPE,Low,Yes,Low,Vadodara
E-Waste,Circuit Board,High,Yes,High,Gandhinagar
Metal,Steel,High,Yes,High,Bhavnagar
Plastic,PET,Low,No,High,Ahmedabad
Organic,Garden Waste,Low,No,Low,Bhavnagar
Organic,Food Waste,Medium,Yes,High,Rajkot
Plastic,HDPE,Low,No,High,Ahmedabad
Plastic,HDPE,Low,Yes,Low,Jamnagar
Paper,Office Paper,Low,Yes,Medium,Rajkot
Paper,Office Paper,Medium,No,High,Rajkot
Organic,Food Waste,Medium,No,High,Ahmedabad
E-Waste,Battery,High,Yes,Low,Vadodara
Organic,Garden Waste,Medium,Yes,Low,Gandhinagar
Plastic,HDPE,High,Yes,Medium,Surat
Plastic,HDPE,Low,Yes,Low,Vadodara
Metal,Steel,Medium,No,High,Jamnagar
Plastic,HDPE,Low,No,Medium,Vadodara
Metal,Steel,Medium,No,Medium,Jamnagar
Paper,Cardboard,Low,No,Medium,Jamnagar
Organic,Garden Waste,Low,No,Medium,Vadodara
Paper,Newspaper,High,No,High,Jamnagar
Plastic,PET,Low,No,Medium,Vadodara
E-Waste,Battery,Medium,Yes,High,Vadodara
Organic,Biodegradable,Low,No,Medium,Rajkot
Organic,Biodegradable,High,No,Low,Bhavnagar
Organic,Biodegradable,Medium,No,Low,Ahmedabad
Organic,Food Waste,High,Yes,Medium,Rajkot
Paper,Office Paper,High,Yes,High,Vadodara
Plastic,PET,High,No,Low,Ahmedabad
Organic,Garden Waste,Medium,Yes,Medium,Bhavnagar
Organic,Garden Waste,Low,No,Low,Vadodara
E-Waste,Wires,High,Yes,High,Jamnagar
Plastic,HDPE,Low,Yes,High,Surat
Paper,Cardboard,Low,Yes,Low,Vadodara
E-Waste,Circuit Board,Medium,No,Low,Surat
Metal,Iron,High,No,Low,Gandhinagar
Plastic,PVC,Low,No,High,Bhavnagar
E-Waste,Wires,High,No,High,Jamnagar
Paper,Cardboard,High,Yes,Low,Rajkot
Metal,Steel,High,Yes,Medium,Bhavnagar
Paper,Cardboard,Low,Yes,Low,Ahmedabad
Plastic,PVC,Low,Yes,High,Jamnagar
Organic,Biodegradable,Medium,No,High,Vadodara
Plastic,PVC,Low,No,Medium,Gandhinagar
Plastic,PET,High,Yes,Medium,Vadodara
Organic,Biodegradable,Medium,Yes,High,Ahmedabad
E-Waste,Wires,Low,No,High,Bhavnagar
Paper,Cardboard,High,Yes,High,Jamnagar
Metal,Iron,Low,Yes,High,Jamnagar
Plastic,HDPE,High,No,Low,Ahmedabad
Metal,Steel,High,Yes,Low,Ahmedabad
Paper,Cardboard,Low,Yes,High,Rajkot
Metal,Aluminium,Low,Yes,High,Bhavnagar
E-Waste,Wires,High,Yes,High,Gandhinagar
E-Waste,Circuit Board,Low,Yes,High,Surat
E-Waste,Circuit Board,Medium,No,High,Surat
Metal,Iron,Medium,Yes,Low,Rajkot
Metal,Iron,High,No,High,Jamnagar
Metal,Aluminium,Low,Yes,High,Vadodara
Organic,Food Waste,High,No,High,Bhavnagar
Plastic,PET,Medium,No,High,Gandhinagar
E-Waste,Circuit Board,High,No,Medium,Jamnagar
Metal,Aluminium,Low,No,High,Bhavnagar
E-Waste,Battery,Low,No,Low,Rajkot
Metal,Iron,High,No,High,Surat
Organic,Food Waste,Medium,No,Medium,Vadodara
Plastic,HDPE,Medium,No,Medium,Vadodara
E-Waste,Battery,High,No,High,Jamnagar
Organic,Garden Waste,Medium,Yes,High,Vadodara
Paper,Office Paper,High,No,High,Bhavnagar
Plastic,HDPE,Medium,No,Low,Gandhinagar
Metal,Aluminium,Medium,Yes,High,Vadodara
Plastic,HDPE,Low,Yes,High,Ahmedabad
Paper,Cardboard,Medium,Yes,Medium,Surat
Paper,Office Paper,Low,No,High,Ahmedabad
E-Waste,Wires,High,Yes,Medium,Bhavnagar
Plastic,PET,High,Yes,Medium,Rajkot
Metal,Steel,Medium,Yes,High,Ahmedabad
Plastic,PET,Medium,No,Medium,Gandhinagar
Organic,Food Waste,Medium,No,Medium,Bhavnagar
Plastic,PET,Low,No,High,Gandhinagar
Paper,Cardboard,Medium,No,High,Rajkot
Plastic,HDPE,Low,Yes,Low,Bhavnagar
Plastic,HDPE,High,Yes,Medium,Ahmedabad
Metal,Steel,Medium,No,Medium,Ahmedabad
Paper,Cardboard,Medium,No,Medium,Bhavnagar
Plastic,PVC,High,Yes,Low,Rajkot
Plastic,PET,Medium,No,High,Gandhinagar
Metal,Steel,High,No,Low,Vadodara
Plastic,PET,Low,No,High,Vadodara
Metal,Steel,High,No,High,Vadodara
Metal,Iron,High,No,Low,Surat
Metal,Steel,High,No,Low,Rajkot
Metal,Iron,High,Yes,Medium,Gandhinagar
Paper,Cardboard,Medium,Yes,High,Ahmedabad
Plastic,HDPE,Medium,Yes,Medium,Bhavnagar
Metal,Steel,High,Yes,Low,Bhavnagar
Metal,Iron,Medium,Yes,Medium,Rajkot
Plastic,PET,Medium,No,High,Vadodara
Plastic,PVC,Low,Yes,High,Ahmedabad
Organic,Biodegradable,High,Yes,High,Bhavnagar
Plastic,HDPE,Medium,No,Medium,Ahmedabad
Organic,Food Waste,Medium,No,Low,Ahmedabad
Metal,Aluminium,Medium,Yes,Low,Rajkot
Paper,Newspaper,High,No,Low,Vadodara
Plastic,PVC,High,No,Medium,Rajkot
Organic,Garden Waste,Medium,Yes,High,Jamnagar
Paper,Newspaper,Low,Yes,Low,Gandhinagar
Paper,Cardboard,Medium,Yes,High,Jamnagar
E-Waste,Wires,Low,Yes,Low,Ahmedabad
Paper,Newspaper,Low,Yes,Low,Jamnagar
Organic,Food Waste,Medium,Yes,Medium,Jamnagar
Paper,Cardboard,Medium,Yes,Medium,Jamnagar
Plastic,PVC,High,Yes,High,Rajkot
E-Waste,Wires,Low,No,Low,Jamnagar
Organic,Biodegradable,High,Yes,Medium,Ahmedabad
Metal,Aluminium,High,Yes,Low,Vadodara
Plastic,PVC,Medium,No,Low,Surat
Metal,Steel,High,No,High,Ahmedabad
E-Waste,Battery,Low,No,Medium,Surat
Metal,Steel,Medium,Yes,Low,Ahmedabad
Plastic,HDPE,Medium,Yes,High,Ahmedabad
E-Waste,Circuit Board,Low,Yes,High,Gandhinagar
Paper,Office Paper,Low,No,High,Gandhinagar
Organic,Food Waste,Low,Yes,High,Ahmedabad
Metal,Iron,Low,Yes,Medium,Surat
Paper,Newspaper,Medium,Yes,Medium,Bhavnagar
Organic,Biodegradable,High,Yes,Medium,Jamnagar
Organic,Garden Waste,High,No,Medium,Surat
Metal,Iron,Low,Yes,Medium,Surat
Paper,Office Paper,Medium,Yes,Low,Ahmedabad
Metal,Steel,Low,No,Low,Ahmedabad
Paper,Office Paper,Medium,No,Low,Bhavnagar
Plastic,HDPE,High,Yes,Low,Jamnagar
Paper,Newspaper,Low,Yes,Medium,Bhavnagar
Paper,Newspaper,Medium,No,Low,Ahmedabad
Plastic,PVC,Medium,Yes,High,Jamnagar
Organic,Food Waste,Medium,Yes,Medium,Gandhinagar
E-Waste,Wires,High,Yes,Medium,Ahmedabad
Metal,Iron,Medium,No,Medium,Bhavnagar
E-Waste,Wires,High,Yes,High,Vadodara
Paper,Newspaper,Medium,Yes,Medium,Gandhinagar
E-Waste,Battery,Medium,Yes,Medium,Bhavnagar
Plastic,PVC,Medium,Yes,High,Rajkot
Organic,Food Waste,High,No,Low,Rajkot
Metal,Iron,Low,No,Low,Bhavnagar
Plastic,PET,Medium,Yes,Medium,Bhavnagar
E-Waste,Battery,High,No,Medium,Ahmedabad
E-Waste,Battery,Low,Yes,Low,Gandhinagar
E-Waste,Circuit Board,Low,Yes,High,Jamnagar
E-Waste,Battery,High,Yes,Medium,Ahmedabad
Paper,Cardboard,High,Yes,Low,Bhavnagar
Plastic,PET,Low,Yes,High,Bhavnagar
Plastic,PET,Low,No,High,Surat
Organic,Garden Waste,Medium,Yes,High,Bhavnagar
Organic,Biodegradable,Low,Yes,Medium,Ahmedabad
Paper,Office Paper,Low,Yes,Medium,Surat
E-Waste,Wires,Low,Yes,Low,Vadodara
Plastic,HDPE,Low,No,Medium,Rajkot
Plastic,PET,Low,No,High,Vadodara
Organic,Biodegradable,Low,Yes,Medium,Surat
Plastic,PET,High,No,Low,Ahmedabad
Metal,Aluminium,Low,No,High,Vadodara
Paper,Office Paper,Low,No,Medium,Rajkot
Metal,Aluminium,Medium,Yes,Low,Surat
E-Waste,Wires,Medium,No,Medium,Rajkot
Organic,Food Waste,Medium,Yes,Low,Ahmedabad
Plastic,PVC,Low,Yes,High,Rajkot
Paper,Cardboard,Medium,Yes,Medium,Rajkot
Metal,Steel,Medium,Yes,Medium,Surat
Plastic,PET,High,Yes,Medium,Jamnagar
Metal,Iron,Low,No,Medium,Jamnagar
Paper,Newspaper,High,No,High,Jamnagar
Paper,Office Paper,Medium,Yes,Low,Gandhinagar
Plastic,PVC,High,No,High,Surat
Metal,Aluminium,Low,No,High,Gandhinagar
Plastic,HDPE,Low,No,High,Vadodara
Paper,Newspaper,High,No,High,Bhavnagar
E-Waste,Circuit Board,Medium,No,Medium,Surat
Organic,Food Waste,Low,No,Low,Ahmedabad
Organic,Garden Waste,Medium,Yes,High,Ahmedabad
E-Waste,Wires,High,No,Medium,Vadodara
Plastic,HDPE,High,Yes,Medium,Bhavnagar
Organic,Garden Waste,Low,No,Medium,Gandhinagar
Organic,Garden Waste,Low,No,Low,Ahmedabad
Metal,Aluminium,Medium,No,Low,Bhavnagar
Metal,Iron,Medium,No,Medium,Surat
E-Waste,Battery,Medium,No,High,Rajkot
Paper,Cardboard,Low,Yes,Medium,Ahmedabad
E-Waste,Circuit Board,Low,Yes,Medium,Jamnagar
E-Waste,Wires,Low,No,High,Surat
Paper,Newspaper,Medium,Yes,High,Jamnagar
Organic,Biodegradable,High,Yes,High,Rajkot
Paper,Newspaper,Low,No,Low,Rajkot
E-Waste,Wires,Medium,No,High,Bhavnagar
Organic,Food Waste,Medium,Yes,Low,Surat
Plastic,PVC,Medium,Yes,High,Bhavnagar
Organic,Biodegradable,Medium,Yes,Medium,Rajkot
E-Waste,Circuit Board,Medium,No,High,Bhavnagar
E-Waste,Battery,High,Yes,High,Gandhinagar
E-Waste,Wires,High,No,Medium,Surat
Plastic,PET,Medium,No,High,Gandhinagar
E-Waste,Circuit Board,Low,No,High,Jamnagar
Plastic,HDPE,High,No,Medium,Rajkot
Metal,Iron,High,Yes,Medium,Surat
Plastic,PET,High,Yes,High,Bhavnagar
Paper,Newspaper,High,No,Medium,Ahmedabad
Paper,Cardboard,Medium,Yes,Medium,Ahmedabad
Paper,Office Paper,Low,No,High,Bhavnagar
Organic,Food Waste,Low,Yes,Low,Jamnagar
Plastic,PVC,Medium,No,High,Bhavnagar
Metal,Iron,Medium,Yes,High,Bhavnagar
Organic,Food Waste,Medium,No,Low,Surat
E-Waste,Wires,High,No,Medium,Bhavnagar
Metal,Steel,Low,No,Low,Bhavnagar
Plastic,HDPE,Medium,No,Medium,Surat
Metal,Iron,High,Yes,Low,Gandhinagar
E-Waste,Battery,Low,Yes,Low,Jamnagar
Plastic,PVC,Low,Yes,Low,Ahmedabad
Organic,Food Waste,Low,No,Medium,Vadodara
Plastic,PET,Medium,No,High,Vadodara
Plastic,PVC,Low,No,High,Ahmedabad
Metal,Iron,Medium,Yes,Low,Gandhinagar
E-Waste,Wires,Low,Yes,Medium,Ahmedabad
Metal,Steel,High,Yes,High,Vadodara
E-Waste,Battery,Low,Yes,High,Bhavnagar
Plastic,PVC,Medium,Yes,Medium,Bhavnagar
Metal,Aluminium,Low,Yes,High,Jamnagar
Organic,Food Waste,High,Yes,Medium,Vadodara
Plastic,PET,High,No,Low,Bhavnagar
Plastic,HDPE,High,No,Low,Rajkot
Paper,Office Paper,Medium,Yes,Low,Jamnagar
Organic,Food Waste,High,Yes,Medium,Surat
Plastic,PVC,Medium,No,High,Jamnagar
Metal,Iron,High,Yes,High,Ahmedabad
Organic,Biodegradable,Low,No,High,Bhavnagar
Metal,Iron,High,Yes,High,Rajkot
Paper,Office Paper,Medium,No,High,Rajkot
Metal,Aluminium,Low,Yes,Low,Ahmedabad
Plastic,PVC,Low,Yes,Low,Rajkot
Metal,Steel,Medium,Yes,Medium,Jamnagar
Paper,Office Paper,Low,Yes,High,Ahmedabad
Plastic,PET,Low,No,Medium,Ahmedabad
Organic,Biodegradable,Low,Yes,Low,Rajkot
Paper,Office Paper,Medium,No,High,Bhavnagar
Paper,Office Paper,High,Yes,Medium,Vadodara
Paper,Newspaper,High,No,High,Vadodara
Organic,Garden Waste,Low,No,Low,Jamnagar
E-Waste,Circuit Board,Medium,Yes,High,Vadodara
Plastic,HDPE,Medium,No,High,Ahmedabad
E-Waste,Wires,Low,Yes,High,Vadodara
Plastic,HDPE,High,Yes,Medium,Ahmedabad
Paper,Cardboard,Medium,Yes,Low,Surat
Metal,Iron,High,Yes,Low,Vadodara
Metal,Iron,High,No,Low,Jamnagar
Paper,Newspaper,High,Yes,Medium,Gandhinagar
Paper,Newspaper,High,Yes,Medium,Surat
Organic,Biodegradable,Low,No,High,Gandhinagar
Organic,Biodegradable,Low,No,High,Vadodara
E-Waste,Wires,Medium,Yes,Low,Surat
Organic,Food Waste,Medium,No,Low,Gandhinagar
Organic,Food Waste,High,Yes,Low,Rajkot
Metal,Steel,Medium,No,Low,Gandhinagar
Metal,Aluminium,Medium,Yes,Low,Surat
Plastic,PET,Low,Yes,Medium,Bhavnagar
Paper,Newspaper,Medium,Yes,High,Rajkot
Plastic,PVC,Low,No,High,Bhavnagar
Metal,Iron,Medium,No,High,Vadodara
Paper,Office Paper,High,No,Medium,Vadodara
Plastic,HDPE,High,Yes,High,Vadodara
E-Waste,Battery,High,Yes,Medium,Rajkot
E-Waste,Battery,Medium,No,High,Jamnagar
Paper,Cardboard,Low,Yes,Low,Rajkot
E-Waste,Circuit Board,Low,No,High,Ahmedabad
E-Waste,Battery,Medium,No,Low,Rajkot
Paper,Newspaper,Low,No,High,Gandhinagar
E-Waste,Wires,Medium,No,High,Ahmedabad
Paper,Office Paper,High,No,High,Vadodara
Plastic,PET,Medium,No,Low,Jamnagar
Plastic,PVC,Low,No,Medium,Vadodara
Organic,Biodegradable,Low,Yes,High,Gandhinagar
Plastic,PET,Low,No,Medium,Vadodara
Plastic,PET,High,Yes,High,Vadodara
Metal,Iron,High,Yes,High,Rajkot
Plastic,HDPE,High,No,Low,Ahmedabad
Metal,Aluminium,High,No,Medium,Jamnagar
Plastic,PVC,High,No,Medium,Vadodara
Plastic,HDPE,High,Yes,High,Jamnagar
E-Waste,Wires,Medium,No,High,Bhavnagar
Metal,Iron,Low,No,High,Gandhinagar
Organic,Garden Waste,Low,No,High,Surat
E-Waste,Wires,Medium,No,High,Gandhinagar
Metal,Aluminium,High,Yes,High,Vadodara
Plastic,HDPE,Low,No,High,Gandhinagar
Paper,Cardboard,High,Yes,High,Vadodara
Organic,Garden Waste,Low,Yes,High,Jamnagar
Plastic,PVC,Low,Yes,Low,Jamnagar
Plastic,PVC,High,No,High,Jamnagar
Organic,Biodegradable,Medium,Yes,Low,Rajkot
E-Waste,Wires,Low,No,High,Rajkot
Organic,Biodegradable,Medium,No,High,Bhavnagar
Paper,Newspaper,Low,Yes,Medium,Gandhinagar
Plastic,PET,Low,No,High,Jamnagar
Organic,Food Waste,Low,Yes,Medium,Surat
Paper,Newspaper,Low,Yes,Low,Rajkot
Plastic,PVC,High,No,Low,Jamnagar
Paper,Office Paper,Low,Yes,High,Jamnagar
E-Waste,Circuit Board,High,Yes,High,Rajkot
Metal,Aluminium,High,Yes,Low,Ahmedabad
Metal,Iron,High,No,High,Jamnagar
Metal,Iron,Medium,Yes,Medium,Gandhinagar
Organic,Garden Waste,High,Yes,Medium,Ahmedabad
Plastic,HDPE,Medium,No,Low,Vadodara
Paper,Newspaper,High,No,Low,Surat
Metal,Aluminium,Low,Yes,Medium,Bhavnagar
E-Waste,Circuit Board,Low,No,High,Gandhinagar
Paper,Office Paper,Low,No,Medium,Ahmedabad
Organic,Garden Waste,Low,No,High,Gandhinagar
Metal,Aluminium,Low,No,Low,Bhavnagar
Metal,Iron,High,Yes,Low,Ahmedabad
Plastic,PVC,Medium,Yes,Medium,Surat
E-Waste,Wires,Medium,Yes,Low,Bhavnagar
E-Waste,Circuit Board,High,Yes,High,Jamnagar
E-Waste,Wires,Medium,No,Medium,Surat
Paper,Office Paper,Medium,No,Medium,Vadodara
Paper,Cardboard,High,No,Low,Jamnagar
Paper,Newspaper,Low,Yes,Medium,Ahmedabad
Plastic,HDPE,Low,No,Low,Vadodara
Organic,Garden Waste,High,No,Low,Gandhinagar
E-Waste,Wires,Low,Yes,Low,Surat
E-Waste,Wires,Low,No,Low,Jamnagar
Organic,Food Waste,Low,Yes,Low,Bhavnagar
Paper,Office Paper,Low,Yes,Medium,Gandhinagar
E-Waste,Battery,Medium,No,Medium,Rajkot
Paper,Office Paper,Medium,Yes,High,Ahmedabad
Metal,Steel,Low,No,Low,Ahmedabad
Plastic,PET,Medium,No,High,Ahmedabad
Paper,Newspaper,High,No,Low,Ahmedabad
Paper,Cardboard,Low,No,Medium,Ahmedabad
Organic,Food Waste,High,No,High,Vadodara
Organic,Garden Waste,Medium,No,High,Surat
Paper,Cardboard,Low,No,Medium,Gandhinagar
Plastic,PET,Low,Yes,High,Bhavnagar
Organic,Garden Waste,High,No,Medium,Rajkot
Organic,Garden Waste,High,No,Low,Vadodara
Organic,Food Waste,Medium,No,Medium,Ahmedabad
Paper,Office Paper,Medium,No,High,Gandhinagar
E-Waste,Battery,High,No,Medium,Surat
Metal,Aluminium,Medium,Yes,High,Bhavnagar
Paper,Cardboard,Medium,Yes,Medium,Jamnagar
Organic,Food Waste,High,Yes,Medium,Jamnagar
Metal,Steel,High,No,High,Surat
Metal,Iron,Medium,No,Medium,Gandhinagar
Paper,Cardboard,Medium,Yes,Low,Ahmedabad
Paper,Office Paper,High,Yes,High,Rajkot
E-Waste,Circuit Board,Medium,No,Medium,Rajkot
Paper,Cardboard,High,Yes,Low,Bhavnagar
E-Waste,Battery,High,No,High,Rajkot
E-Waste,Battery,Medium,No,High,Jamnagar
Organic,Biodegradable,High,No,High,Rajkot
Paper,Newspaper,Medium,Yes,High,Rajkot
Paper,Newspaper,High,No,Low,Gandhinagar
E-Waste,Battery,Medium,Yes,High,Surat
Paper,Office Paper,High,Yes,Low,Bhavnagar
Paper,Office Paper,Low,No,Medium,Rajkot
Metal,Steel,Medium,No,Low,Rajkot
E-Waste,Wires,Low,Yes,High,Rajkot
Paper,Newspaper,Medium,Yes,High,Rajkot
Organic,Food Waste,Low,Yes,High,Gandhinagar
Paper,Cardboard,Low,No,Medium,Jamnagar
Metal,Iron,Medium,Yes,Medium,Gandhinagar
Metal,Aluminium,Medium,No,Medium,Jamnagar
E-Waste,Circuit Board,Medium,No,High,Rajkot
Paper,Newspaper,High,No,High,Vadodara
Metal,Iron,Low,Yes,Medium,Gandhinagar
Paper,Office Paper,High,No,High,Gandhinagar
E-Waste,Circuit Board,Medium,Yes,Low,Bhavnagar
Paper,Cardboard,Low,No,Low,Gandhinagar
E-Waste,Wires,Low,No,Low,Gandhinagar
Plastic,HDPE,Medium,No,Low,Ahmedabad
Metal,Aluminium,Low,No,Medium,Jamnagar
E-Waste,Wires,High,Yes,Low,Gandhinagar
Metal,Aluminium,Medium,No,High,Vadodara
Organic,Garden Waste,Medium,No,Medium,Vadodara
Plastic,PVC,Low,Yes,Low,Bhavnagar
Paper,Newspaper,High,No,Medium,Jamnagar
Plastic,PET,Medium,Yes,Medium,Ahmedabad
Plastic,PET,Low,Yes,Medium,Rajkot
E-Waste,Battery,Medium,Yes,Low,Gandhinagar
